category,message,uz-UZ,oz-UZ,ru-RU,en-US,kk-UZ,tg-TG,kz-KZ,tm-TM,kg-KG
app,"Archive Diploma Edit","Diplomni tahrirlash","Дипломни таҳрирлаш","Редактирование диплома","Diploma Edit",,,,,
app,"Archive Diploma Edit Simple","Diplomni tahrirlash","Дипломни таҳрирлаш","Редактирование диплома","Diploma Simple Edit",,,,,
app,"Archive Diploma List","Diplomlar ro'yxati","Дипломлар рўйхати","Список дипломов","Diploma List",,,,,
app,"Archive Diploma Print","Diplomni chop etish","Дипломни чоп этиш","Печать диплом","Diploma Print",,,,,
app,"Archive Diploma Simple","Diplom reestri","Диплом реестри","Реестр диплома","Diploma register",,,,,
app,"Archive Employment","Ishga joylashish","Ишга жойлашиш",Трудоустройство,,,,,,
app,"Archive Employment Delete",O'chirish,Ўчириш,Удалить,,,,,,
app,"Archive Employment Edit","Ish joyini qo'shish","Иш жойини қўшиш","Добавить трудоустройству","Add Employment",,,,,
app,"Archive Graduate Work","BMI va MD mavzulari","БМИ ва МД мавзулари","Тематики ВКР и МД",,,,,,
app,"Archive Graduate Work Edit","BMI va MD mavzularini tahrirlash","БМИ ва МД мавзуларини таҳрирлаш","Редактирование темы ВКР и МД",,,,,,
app,"Archive Reference",Ma'lumotnomalar,Маълумотномалар,Справки,References,,,,,
app,"Archive Simple Diploma","Diplom reestri","Диплом реестри","Реестр диплома","Diploma register",,,,,
app,"Archive To Certificate Set","Talaba guvohnomasini qo'shish","Талаба гувоҳномасини қўшиш","Добавить студенческий билет","Add student ID card",,,,,
app,"Archive To Circulation Sheet Set","Aylanma varaqa qoshish","Айланма варақа қўшиш","Добавить обходной лист","Add Circulation Sheet",,,,,
app,"Archive To Record","Bahoni arxivga o'tkazish","Баҳони архивга ўтказиш","Перенес оценку в архив",,,,,,
app,"Archive Transcript",Transkript,Транскрипт,Транскрипт,Transcript,,,,,
app,"Archive Transcript Edit","Transkript yaratish","Транскрипт яратиш","Создание транскрипта","Transcript Edit",,,,,
app,"Are your sure upload all payments with Uzasbo Id?","Talabalarning toʻlovlarini yuklashni istaysizmi?","Талабаларнинг тўловларини юклашни истайсизми?","Вы уверены, что хотите загрузить платежи студентов?","Are you sure to upload payments of students?",,,,,
app,"Are your sure upload all translations?","Haqiqatan barcha tarjimalarni yuklamoqchimisiz?","Ҳақиқатан барча таржималарни юкламоқчимисиз","Вы действительно хотите загрузить все переводы?",,,,,,
app,"Are your sure upload all Uzasbo Id?","Barcha talabalarning UzASBO kodlarini yuklashni istaysizmi?","Барча талабаларнинг УзАСБО кодларини юклашни истайсизми?","Вы уверены, что загрузите УзАСБО коды всех студентов?","Are your sure upload all Uzasbo ID of Students?",,,,,
app,"Are you sure delete all messages?","Haqiqatan barcha xabarlarni o'chirmoqchimisiz?","Ҳақиқатан барча хабарларни ўчирмоқчимисиз?","Вы действительно хотите удалить все сообщения?",,,,,,
app,"Are you sure delete selected messages?","Haqiqatan tanlangan xabarlarni o‘chirmoqchimisiz?","Ҳақиқатан танланган хабарларни ўчирмоқчимисиз?","Вы действительно хотите удалить выбранные сообщения?",,,,,,
app,"Are you sure really to change status of circulation sheet fully?","Aylanma varaqani tasdig'ini o'zgartirishni istaysizmi?","Айланма варақани тасдиғини ўзгартиришни истайсизми?","Вы хотите изменить утверждение обходной лист?","Do you want to change the confirmation of the Circulation sheet?",,,,,
app,"Are you sure to accept document?","Hujjatni qabul qilishga ishonchingiz komilmi?","Ҳужжатни қабул қилишга ишончингиз комилми?","Вы уверены, что принимаете документ?","Are you sure to accept document?",,,,,
app,"Are you sure to add {count} respondents?","{count} nafar qatnashchini qo'shishni istaysizmi?","{count} нафар қатнашчини қўшишни истайсизми?","Вы уверены добавить {count} участников?","Are you sure to add {count} respondents?",,,,,
app,"Are you sure to apply selected decree to {count} students?","Tanlangan {count} ta talabani belgilangan buyruqqa biriktirishni istaysizmi?","Танланган {count} та талабани буйруққа бириктиришни истайсизми?","Вы хотите закрепить {count} студента(ов) к выбранному приказу?","Are you sure to apply selected decree to {count} students?",,,,,
app,"Are you sure to apply the document to {count} attendance?","{count} ta qoldirilgan dars holatini o'zgartirish va asosini yuklashni istaysizmi?","{count} та қолдирилган дарс ҳолатини ўзгартириш ва асосини юклашни истайсизми?","Вы хотите изменить тип пропуска и загрузить основание для {count} пропущенных занятий?","Are you sure to change status of attendance and apply the document for {count} absences?",,,,,
app,"Are you sure to calculate GPA for {count} students?","{count} nafar talabaning GPA balini hisoblashni istaysizmi?","{count} нафар талабанинг GPA балини ҳисоблашни истайсизми?","Вы уверены, чтобы вычислить GPA для {count} студентов?",,,,,,
app,"Are you sure to cancel {count} scholarship from {month}?","{month} dan boshlab {count} stipendiyani bekor qilmoqchimisiz?","{month} дан бошлаб {count} стипендияни бекор қилмоқчимисиз?","Вы уверены, что хотите отменить {count} стипендий с {month}?","Are you sure to cancel {count} scholarship from {month}?",,,,,
app,"Are you sure to change accept status of decree?","Buyruqning tasdiqlash holatini o'zgartirishga ishonchingiz komilmi?","Буйруқнинг тасдиқлаш ҳолатини ўзгартиришга ишончингиз комилми?","Вы уверены, что хотите изменить статус утверждение приказа?","Are you sure to change the accept status of order?",,,,,
app,"Are you sure to change accept status of document?","Hujjatning tasdiqlash statusini o'zgartirishni istaysizmi?","Ҳужжатнинг тасдиқлаш статусини ўзгартиришни истайсизми?","Вы уверены, что хотите изменить статус утверждение документа?","Are you sure to change accept status of document?",,,,,
app,"Are you sure to change accept status of scholarship protocol?","Stipendiya bayonnomasi statusini o'zgartirishni istaysizmi?","Стипендия баённомаси статусини ўзгартиришни истайсизми?","Вы уверены, что измените статус протокола стипендии?","Are you sure to change accepted status of scholarship protocol?",,,,,
app,"Are you sure to change accept status of student personal sheet?","Shaxsiy qaydnomaning Ruxsat statusini o'zgartirishni istaysizmi?","Шахсий қайдноманинг Рухсат статусини ўзгартиришни истайсизми?","Хотите изменить статус Разрешение индивидуальной ведомости?","Are you sure to change accept status of student personal sheet?",,,,,
app,"Are you sure to change {count} staff status?","{count} nafar xodimning statusini oʻzgartirishga ishonchingiz komilmi?","{count} нафар ходимнинг статусини ўзгартиришга ишончингиз комилми?","Вы уверены, что хотите изменить статус {count} сотрудников?","Are you sure to change the status of {count} staffs?",,,,,
app,"Are you sure to change graduate status of {count} students?","Haqiqatan ham {count} nafar talabaning bitiruvchisi maqomini oʻzgartirmoqchimisiz?","Ҳақиқатан ҳам {count} нафар талабанинг битирувчи мақомини ўзгартирмоқчимисиз?","Вы уверены, что хотите изменить статус выпускника {count} студентов?","Are you sure to change graduate status of {count} students?",,,,,
app,"Are you sure to change send agreement status of decree?","Buyruqning kelishuv holatini o'zgartirishga ishonchingiz komilmi?","Буйруқнинг келишув ҳолатини ўзгартиришга ишончингиз комилми?","Вы уверены, что хотите изменить статус согласования приказа?","Are you sure to change agreement status of order?",,,,,
